city,iataCode, Airport name, Location, Country,isInternational
CRF Carnot Airport,CRF,Carnot Airport,Carnot,Central African Republic,
DHN Dothan Regional Airport,DHN,Dothan Regional Airport,"Dothan, Alabama",United States,
EGM Sege Airport,EGM,Sege Airport,Sege,Solomon Islands,
FGI Fagali'i Airport,FGI,Fagali'i Airport,Apia,Samoa,
GHD Ghimbi Airport,GHD,Ghimbi Airport,Ghimbi,Ethiopia,
HAS Ha'il Regional Airport,HAS,Ha'il Regional Airport,Ha'il,Saudi Arabia,
HUZ Huizhou Airport,HUZ,Huizhou Airport,"Huizhou, Guangdong",China,
"IVG Berane Airport (Dolac Airport, Ivangrad)",IVG,"Berane Airport (Dolac Airport, Ivangrad)",Berane,Montenegro,
KAL Kaltag Airport,KAL,Kaltag Airport,"Kaltag, Alaska",United States,
KMW Kostroma Airport,KMW,Kostroma Airport,Kostroma,Russia,
LBA Leeds Bradford International Airport,LBA,Leeds Bradford International Airport,"Leeds / Bradford, West Yorkshire, England",United Kingdom,YES
LOP Lombok International Airport (Bandara Internasional Lombok),LOP,Lombok International Airport (Bandara Internasional Lombok),"Mataram, Lombok",Indonesia,YES
MCV McArthur River Airport,MCV,McArthur River Airport,"McArthur River, Northern Territory",Australia,
MNT Minto Al Wright Airport,MNT,Minto Al Wright Airport,"Minto, Alaska",United States,
MYW Mtwara Airport,MYW,Mtwara Airport,Mtwara,Tanzania,
OHD Ohrid Airport,OHD,Ohrid Airport,Ohrid,Republic of Macedonia,
PJZ Puerto Juarez Airport,PJZ,Puerto Juarez Airport,"Puerto Juárez, Quintana Roo",Mexico,
QTJ Chartres-Champhol Airport,QTJ,Chartres-Champhol Airport,Chartres,France,
SCO Aktau Airport,SCO,Aktau Airport,Aktau,Kazakhstan,
SSV Siasi Airport,SSV,Siasi Airport,"Siasi, Sulu",Philippines,
TMJ Termez Airport,TMJ,Termez Airport,Termez,Uzbekistan,
VAA Vaasa Airport,VAA,Vaasa Airport,Vaasa,Finland,
XAB Abbeville - Buigny-Saint-Maclou Aerodrome,XAB,Abbeville - Buigny-Saint-Maclou Aerodrome,Abbeville,France,
YHZ Halifax Stanfield International Airport,YHZ,Halifax Stanfield International Airport,"Enfield, Nova Scotia",Canada,YES
YXH Medicine Hat Airport,YXH,Medicine Hat Airport,"Medicine Hat, Alberta",Canada,
YIU Yiwu Railway Station,YIU,Yiwu Railway Station,Zhejiang,China,
AKS Auki Gwaunaru'u Airport,AKS,Auki Gwaunaru'u Airport,Auki / Gwaunaru'u,Solomon Islands,
AWN Afton Downs Airport,AWN,Afton Downs Airport,"Afton Downs, South Australia",Australia,
BIH Eastern Sierra Regional Airport,BIH,Eastern Sierra Regional Airport,"Bishop, California",United States,
BTM Bert Mooney Airport,BTM,Bert Mooney Airport,"Butte, Montana",United States,
CEV Mettel Field,CEV,Mettel Field,"Connersville, Indiana",United States,
CRG Craig Municipal Airport,CRG,Craig Municipal Airport,"Jacksonville, Florida",United States,
DHR De Kooy Airport,DHR,De Kooy Airport,Den Helder,Netherlands,
EGN Geneina Airport,EGN,Geneina Airport,Geneina,Sudan,
FGL Fox Glacier Airport,FGL,Fox Glacier Airport,Fox Glacier,New Zealand,
GHE Garachiné Airport,GHE,Garachiné Airport,Garachiné,Panama,
HAT Heathlands Airport,HAT,Heathlands Airport,"Heathlands, Queensland",Australia,
HVA Analalava Airport,HVA,Analalava Airport,Analalava,Madagascar,
IVL Ivalo Airport,IVL,Ivalo Airport,Ivalo,Finland,
KAM Kamaran Airport,KAM,Kamaran Airport,Kamaran,Yemen,
KMX King Khaled Air Base,KMX,King Khaled Air Base,Khamis Mushait,Saudi Arabia,
LBB Lubbock Preston Smith International Airport,LBB,Lubbock Preston Smith International Airport,"Lubbock, Texas",United States,YES
LOQ Lobatse Airport,LOQ,Lobatse Airport,Lobatse,Botswana,
MCW Mason City Municipal Airport,MCW,Mason City Municipal Airport,"Mason City, Iowa",United States,
MNU Mawlamyaing Airport,MNU,Mawlamyaing Airport,Mawlamyaing (Maulmyine),Myanmar (Burma),
MYX Menyamya Airport,MYX,Menyamya Airport,Menyamya,Papua New Guinea,
OHE Mohe Gulian Airport,OHE,Mohe Gulian Airport,"Mohe, Heilongjiang",China,
PKA Napaskiak Airport,PKA,Napaskiak Airport,"Napaskiak, Alaska",United States,
QUG Goodwood Airfield,QUG,Goodwood Airfield,"Chichester, England",United Kingdom,
SCQ Santiago de Compostela Airport,SCQ,Santiago de Compostela Airport,Santiago de Compostela,Spain,
SSX Samsun Samair Airport,SSX,Samsun Samair Airport,Samsun,Turkey,
TML Tamale Airport,TML,Tamale Airport,"Tamale, Northern Region",Ghana,
VAD Moody Air Force Base,VAD,Moody Air Force Base,"Valdosta, Georgia",United States,
XAC Arcachon – La Teste-de-Buch Airport,XAC,Arcachon – La Teste-de-Buch Airport,Arcachon,France,
YIB Atikokan Municipal Airport,YIB,Atikokan Municipal Airport,"Atikokan, Ontario",Canada,
YXJ Fort St. John Airport,YXJ,Fort St. John Airport,"Fort St. John, British Columbia",Canada,
YJD Barcelona Estació de França,YJD,Barcelona Estació de França,Barcelona,Spain,
AKT RAF Akrotiri,AKT,RAF Akrotiri,Akrotiri,Cyprus,
AWP Austral Downs Airport,AWP,Austral Downs Airport,"Austral Downs, Northern Territory",Australia,
BII Bikini Atoll Airport,BII,Bikini Atoll Airport,Bikini Atoll,Marshall Islands,
BTN Marlboro County Jetport,BTN,Marlboro County Jetport,"Bennettsville, South Carolina",United States,
CEW Bob Sikes Airport,CEW,Bob Sikes Airport,"Crestview, Florida",United States,
CRH Cherribah Airport,CRH,Cherribah Airport,"Cherribah, Queensland",Australia,
DHT Dalhart Municipal Airport,DHT,Dalhart Municipal Airport,"Dalhart, Texas",United States,
EGO Belgorod Airport,EGO,Belgorod Airport,Belgorod,Russia,
FGU Fangatau Airport,FGU,Fangatau Airport,Fangatau,French Polynesia,
GHF Giebelstadt Airport,GHF,Giebelstadt Airport,Giebelstadt,Germany,
"HAU Haugesund Airport, Karmøy",HAU,"Haugesund Airport, Karmøy",Haugesund / Karmøy,Norway,
HVB Hervey Bay Airport,HVB,Hervey Bay Airport,"Hervey Bay, Queensland",Australia,
IVO Chivolo Airport,IVO,Chivolo Airport,Chivolo,Colombia,
KAN Mallam Aminu Kano International Airport,KAN,Mallam Aminu Kano International Airport,Kano,Nigeria,YES
KMY Moser Bay Seaplane Base,KMY,Moser Bay Seaplane Base,"Moser Bay, Kodiak Island Borough, Alaska",United States,
LBC Lübeck Airport (Blankensee Airport),LBC,Lübeck Airport (Blankensee Airport),"Lübeck, Schleswig-Holstein",Germany,
LOR Lowe Army Heliport (Fort Rucker),LOR,Lowe Army Heliport (Fort Rucker),"Fort Rucker / Ozark, Alabama",United States,
MCX Uytash Airport,MCX,Uytash Airport,"Makhachkala, Dagestan",Russia,
MNW Macdonald Downs Airport,MNW,Macdonald Downs Airport,"Macdonald Downs, Northern Territory",Australia,
MYY Miri International Airport,MYY,Miri International Airport,"Miri, Sarawak",Malaysia,YES
OHH Okha Airport,OHH,Okha Airport,Okha,Russia,
PKB Mid-Ohio Valley Regional Airport,PKB,Mid-Ohio Valley Regional Airport,"Parkersburg, West Virginia",United States,
QUD Damanhur Airport,QUD,Damanhur Airport,Damanhur,Egypt,
SCS Scatsta Airport,SCS,Scatsta Airport,"Shetland Islands, Scotland",United Kingdom,
SSZ Santos Air Base,SSZ,Santos Air Base,Santos,Brazil,
TMM Toamasina Airport,TMM,Toamasina Airport,Toamasina,Madagascar,
VAF Valence-Chabeuil Airport,VAF,Valence-Chabeuil Airport,Valence,France,
XAL Álamos Airport,XAL,Álamos Airport,"Álamos, Sonora",Mexico,
YIC Yichun Mingyueshan Airport,YIC,Yichun Mingyueshan Airport,"Yichun, Jiangxi",China,
YXK Rimouski Airport,YXK,Rimouski Airport,"Rimouski, Quebec",Canada,
YJH Estaciónde San Sebastián,YJH,Estaciónde San Sebastián,San Sebastián,Spain,
AKU Aksu Airport,AKU,Aksu Airport,"Aksu, Xinjiang",China,
AWR Awar Airport,AWR,Awar Airport,Awar,Papua New Guinea,
BIJ Biliau Airport,BIJ,Biliau Airport,Biliau,Papua New Guinea,
BTO Botopasi Airport,BTO,Botopasi Airport,Botopasi,Suriname,
CEX Chena Hot Springs Airport,CEX,Chena Hot Springs Airport,"Chena Hot Springs, Alaska",United States,
CRI Colonel Hill Airport (Crooked Island Airport),CRI,Colonel Hill Airport (Crooked Island Airport),"Colonel Hill, Crooked Island",Bahamas,
DIB Dibrugarh Airport (Chabua Airport),DIB,Dibrugarh Airport (Chabua Airport),Dibrugarh,India,
EGP Maverick County Airport,EGP,Maverick County Airport,"Eagle Pass, Texas",United States,
FHU Sierra Vista Municipal Airport / Libby Army Airfield,FHU,Sierra Vista Municipal Airport / Libby Army Airfield,"Fort Huachuca, Sierra Vista, Arizona",United States,
GHK Gush Katif Airport (closed),GHK,Gush Katif Airport (closed),Gush Katif,Israel,
HAV José Martí International Airport,HAV,José Martí International Airport,Havana,Cuba,YES
HVD Khovd Airport,HVD,Khovd Airport,Khovd,Mongolia,
IVR Inverell Airport,IVR,Inverell Airport,"Inverell, New South Wales",Australia,
KAO Kuusamo Airport,KAO,Kuusamo Airport,Kuusamo,Finland,
KMZ Kaoma Airport,KMZ,Kaoma Airport,Kaoma,Zambia,
LBD Khujand Airport,LBD,Khujand Airport,Khujand,Tajikistan,
LOS Murtala Muhammed International Airport,LOS,Murtala Muhammed International Airport,Lagos,Nigeria,YES
MCY Sunshine Coast Airport,MCY,Sunshine Coast Airport,"Marcoola, Queensland",Australia,
MNX Manicoré Airport,MNX,Manicoré Airport,"Manicoré, Amazonas",Brazil,
MYZ Monkey Bay Airport,MYZ,Monkey Bay Airport,Monkey Bay,Malawi,
OHO Okhotsk Airport,OHO,Okhotsk Airport,"Okhotsk, Khabarovsk Krai",Russia,
PKC Yelizovo Airport,PKC,Yelizovo Airport,Petropavlovsk-Kamchatsky,Russia,
QUO Akwa Ibom International Airport,QUO,Akwa Ibom International Airport,"Uyo, Akwa Ibom State",Nigeria,YES
SCU Antonio Maceo International Airport,SCU,Antonio Maceo International Airport,Santiago,Cuba,YES
STA Stauning Vestjylland Airport,STA,Stauning Vestjylland Airport,Skjern,Denmark,
TMP Tampere-Pirkkala Airport,TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,Finland,
VAG Major Brigadeiro Trompowsky Airport,VAG,Major Brigadeiro Trompowsky Airport,"Varginha, Minas Gerais",Brazil,
XAP Chapecó Airport,XAP,Chapecó Airport,Chapecó,Brazil,
YIE Arxan Airport,YIE,Arxan Airport,"Arxan, Inner Mongolia",China,
YXL Sioux Lookout Airport,YXL,Sioux Lookout Airport,"Sioux Lookout, Ontario",Canada,
YJV Estación de Nord Valencia,YJV,Estación de Nord Valencia,Valencia,Spain,
AKV Akulivik Airport,AKV,Akulivik Airport,"Akulivik, Quebec",Canada,
AWZ Ahwaz Airport,AWZ,Ahwaz Airport,Ahwaz,Iran,
BIK Frans Kaisiepo Airport,BIK,Frans Kaisiepo Airport,Biak,Indonesia,
BTP Butler County Airport (K.W. Scholter Field),BTP,Butler County Airport (K.W. Scholter Field),"Butler, Pennsylvania",United States,
CEY Murray-Calloway County Airport,CEY,Murray-Calloway County Airport,"Murray, Kentucky",United States,
CRJ Coorabie Airport,CRJ,Coorabie Airport,"Coorabie, South Australia",Australia,
DIC City Heliport,DIC,City Heliport,Dili,East Timor (Timor-Leste),
EGS Egilsstaðir Airport,EGS,Egilsstaðir Airport,Egilsstaðir,Iceland,
FHZ Fakahina Airport,FHZ,Fakahina Airport,Fakahina,French Polynesia,
GHM Centerville Municipal Airport,GHM,Centerville Municipal Airport,"Centerville, Tennessee",United States,
HAW Haverfordwest Aerodrome,HAW,Haverfordwest Aerodrome,"Haverfordwest, Wales",United Kingdom,
HVE Hanksville Airport,HVE,Hanksville Airport,"Hanksville, Utah",United States,
IVW Inverway Airport,IVW,Inverway Airport,"Inverway, Northern Territory",Australia,
KAP Kapanga Airport,KAP,Kapanga Airport,Kapanga,Democratic Republic of the Congo,
KNA Viña del Mar Airport,KNA,Viña del Mar Airport,Viña del Mar,Chile,
LBE Arnold Palmer Regional Airport,LBE,Arnold Palmer Regional Airport,"Latrobe, Pennsylvania",United States,
LOT Lewis University Airport,LOT,Lewis University Airport,"Chicago / Romeoville, Illinois",United States,
MCZ Zumbi dos Palmares Airport,MCZ,Zumbi dos Palmares Airport,Maceió,Brazil,
MNY Mono Airport,MNY,Mono Airport,"Stirling Island, Treasury Islands",Solomon Islands,
MZA Muzaffarnagar Airport,MZA,Muzaffarnagar Airport,Muzaffarnagar,India,
OHT Kohat Airport,OHT,Kohat Airport,Kohat,Pakistan,
PKD Park Rapids Municipal Airport (Konshok Field),PKD,Park Rapids Municipal Airport (Konshok Field),"Park Rapids, Minnesota",United States,
QUS Gusau Airport,QUS,Gusau Airport,Gusau,Nigeria,
SCV Suceava Airport,SCV,Suceava Airport,Suceava,Romania,
STB Miguel Urdaneta Fernández Airport,STB,Miguel Urdaneta Fernández Airport,Santa Bárbara del Zulia,Venezuela,
TMQ Tambao Airport,TMQ,Tambao Airport,Tambao,Burkina Faso,
VAK Chevak Airport,VAK,Chevak Airport,"Chevak, Alaska",United States,
XAR Aribinda Airport,XAR,Aribinda Airport,Aribinda,Burkina Faso,
YIF Saint-Augustin Airport,YIF,Saint-Augustin Airport,"Saint-Augustin, Quebec",Canada,
YXN Whale Cove Airport,YXN,Whale Cove Airport,"Whale Cove, Nunavut",Canada,
YMY Montreal Central Station,YMY,Montreal Central Station,Quebec,Canada,
AKX Aktobe Airport,AKX,Aktobe Airport,Aktobe (Aktyubinsk),Kazakhstan,
AXA Wallblake Airport,AXA,Wallblake Airport,The Valley,Anguilla,
BIL Billings Logan International Airport,BIL,Billings Logan International Airport,"Billings, Montana",United States,YES
BTQ Butare Airport,BTQ,Butare Airport,Butare,Rwanda,
CEZ Cortez Municipal Airport,CEZ,Cortez Municipal Airport,"Cortez, Colorado",United States,
CRK Clark International Airport,CRK,Clark International Airport,Clark Special Economic Zone,Philippines,YES
DIE Arrachart Airport,DIE,Arrachart Airport,Antsiranana,Madagascar,
EGV Eagle River Union Airport,EGV,Eagle River Union Airport,"Eagle River, Wisconsin",United States,
FID Elizabeth Field,FID,Elizabeth Field,"Fishers Island, New York",United States,
GHN Guanghan Airport,GHN,Guanghan Airport,"Guanghan, Sichuan",China,
HAX Hatbox Field,HAX,Hatbox Field,"Muskogee, Oklahoma",United States,
"HVG Honningsvåg Airport, Valan",HVG,"Honningsvåg Airport, Valan","Nordkapp, Finnmark",Norway,
IWA Yuzhny Airport,IWA,Yuzhny Airport,Ivanovo,Russia,
KAR Kamarang Airport,KAR,Kamarang Airport,Kamarang,Guyana,
KNB Kanab Municipal Airport,KNB,Kanab Municipal Airport,"Kanab, Utah",United States,
LBF North Platte Regional Airport (Lee Bird Field),LBF,North Platte Regional Airport (Lee Bird Field),"North Platte, Nebraska",United States,
LOU Bowman Field,LOU,Bowman Field,"Louisville, Kentucky",United States,
MDA Martindale Army Heliport (former Martindale AAF),MDA,Martindale Army Heliport (former Martindale AAF),"San Antonio, Texas",United States,
MNZ Manassas Regional Airport,MNZ,Manassas Regional Airport,"Manassas, Virginia",United States,
MZB Mocimboa da Praia Airport,MZB,Mocimboa da Praia Airport,Mocimboa da Praia,Mozambique,
OIC Norwich Lt.Warren Eaton Airport,OIC,Norwich Lt.Warren Eaton Airport,"Norwich, New York",United States,
PKF Park Falls Municipal Airport,PKF,Park Falls Municipal Airport,"Park Falls, Wisconsin",United States,
QUT Utsunomiya Airport,QUT,Utsunomiya Airport,"Nikk? / Utsunomiya, Tochigi Prefecture",Japan,
SCW Syktyvkar Airport,SCW,Syktyvkar Airport,"Syktyvkar, Komi Republic",Russia,
STC St. Cloud Regional Airport,STC,St. Cloud Regional Airport,"St. Cloud, Minnesota",United States,
TMR Tamanrasset Airport,TMR,Tamanrasset Airport,Tamanrasset,Algeria,
VAM Maamigili Airport,VAM,Maamigili Airport,Maamigili,Maldives,
XAU Saül Airport,XAU,Saül Airport,Saül,French Guiana,
YIG Big Bay Marina Airport,YIG,Big Bay Marina Airport,"Big Bay Marina, British Columbia",Canada,
YXP Pangnirtung Airport,YXP,Pangnirtung Airport,"Pangnirtung, Nunavut",Canada,
ZAQ Nürnberg Hauptbahnhof,ZAQ,Nürnberg Hauptbahnhof,Nuremberg,Germany,
AKY Sittwe Airport,AKY,Sittwe Airport,Sittwe,Myanmar (Burma),
AXB Maxson Airfield,AXB,Maxson Airfield,"Alexandria Bay, New York",United States,
BIM South Bimini Airport,BIM,South Bimini Airport,Bimini,Bahamas,
BTR Baton Rouge Metropolitan Airport (Ryan Field),BTR,Baton Rouge Metropolitan Airport (Ryan Field),"Baton Rouge, Louisiana",United States,
CFB Cabo Frio International Airport,CFB,Cabo Frio International Airport,"Cabo Frio, Rio de Janeiro",Brazil,YES
CRL Brussels South Charleroi Airport,CRL,Brussels South Charleroi Airport,"Charleroi, Wallonia",Belgium,
DIG Dêqên Shangri-La Airport,DIG,Dêqên Shangri-La Airport,"Shangri-La, Yunnan",China,
EGX Egegik Airport,EGX,Egegik Airport,"Egegik, Alaska",United States,
FIE Fair Isle Airport,FIE,Fair Isle Airport,"Fair Isle, Scotland",United Kingdom,
GHT Ghat Airport,GHT,Ghat Airport,Ghat,Libya,
HAY Haycock Airport,HAY,Haycock Airport,"Haycock, Alaska",United States,
HVK Hólmavík Airport,HVK,Hólmavík Airport,Hólmavík,Iceland,
IWD Gogebic-Iron County Airport,IWD,Gogebic-Iron County Airport,"Ironwood, Michigan",United States,
KAS Karasburg Airport,KAS,Karasburg Airport,Karasburg,Namibia,
KND Kindu Airport,KND,Kindu Airport,Kindu,Democratic Republic of the Congo,
LBG Paris - Le Bourget Airport,LBG,Paris - Le Bourget Airport,Le Bourget,France,
LOV Venustiano Carranza International Airport,LOV,Venustiano Carranza International Airport,"Monclova, Coahuila",Mexico,YES
MDB Melinda Airport,MDB,Melinda Airport,Melinda,Belize,
MOA Orestes Acosta Airport,MOA,Orestes Acosta Airport,Moa,Cuba,
MZC Mitzic Airport,MZC,Mitzic Airport,Mitzic,Gabon,
OIR Okushiri Airport,OIR,Okushiri Airport,"Okushiri, Okushiri Island, Hokkaido",Japan,
PKH Porto Cheli Airport,PKH,Porto Cheli Airport,"Porto Cheli, Argolis",Greece,
QUV Aappilattoq Heliport (Kujalleq),QUV,Aappilattoq Heliport (Kujalleq),"Aappilattoq, Kujalleq",Greenland,
SCX Salina Cruz Airport (NAS Salina Cruz),SCX,Salina Cruz Airport (NAS Salina Cruz),"Salina Cruz, Oaxaca",Mexico,
STD Mayor Buenaventura Vivas Airport,STD,Mayor Buenaventura Vivas Airport,Santo Domingo,Venezuela,
TMS São Tomé International Airport,TMS,São Tomé International Airport,São Tomé,São Tomé and Príncipe,YES
VAN Ferit Melen Airport,VAN,Ferit Melen Airport,Van,Turkey,
XBB Blubber Bay Airport,XBB,Blubber Bay Airport,"Blubber Bay, British Columbia",Canada,
YIH Yichang Sanxia Airport,YIH,Yichang Sanxia Airport,"Yichang, Hubei",China,
YXQ Beaver Creek Airport,YXQ,Beaver Creek Airport,"Beaver Creek, Yukon",Canada,
ZBA Basel Badischer Bahnhof,ZBA,Basel Badischer Bahnhof,,Switzerland,
ALA Almaty International Airport,ALA,Almaty International Airport,Almaty,Kazakhstan,YES
AXC Aramac Airport,AXC,Aramac Airport,"Aramac, Queensland",Australia,
BIN Bamyan Airport,BIN,Bamyan Airport,Bamyan,Afghanistan,
BTS M. R. Štefánik Airport,BTS,M. R. Štefánik Airport,Bratislava,Slovakia,
CFC Caçador Airport,CFC,Caçador Airport,"Caçador, Santa Catarina",Brazil,
CRM Catarman National Airport,CRM,Catarman National Airport,"Catarman, Northern Samar",Philippines,
DIJ Dijon-Bourgogne Airport,DIJ,Dijon-Bourgogne Airport,Dijon,France,
EHL El Bolson Airport,EHL,El Bolson Airport,"El Bolsón, Río Negro",Argentina,
FIG Fria Airport,FIG,Fria Airport,Fria,Guinea,
GHU Gualeguaychú Airport,GHU,Gualeguaychú Airport,"Gualeguaychú, Entre Ríos",Argentina,
HAZ Hatzfeldthaven Airport,HAZ,Hatzfeldthaven Airport,Hatzfeldthaven,Papua New Guinea,
HVM Krókstaðarmelar Airport (Krokstadarmelar),HVM,Krókstaðarmelar Airport (Krokstadarmelar),Hvammstangi,Iceland,
IWJ Iwami Airport (Hagi-Iwami Airport),IWJ,Iwami Airport (Hagi-Iwami Airport),"Masuda, Shimane, Japan",Japan,
KAT Kaitaia Airport,KAT,Kaitaia Airport,Kaitaia,New Zealand,
KNE Kanainj Airport,KNE,Kanainj Airport,Kanainj,Papua New Guinea,
LBH Palm Beach Seaplane Base,LBH,Palm Beach Seaplane Base,"Palm Beach, New South Wales",Australia,
LOW Louisa County Airport (Freeman Field),LOW,Louisa County Airport (Freeman Field),"Louisa, Virginia",United States,
MDC Sam Ratulangi International Airport,MDC,Sam Ratulangi International Airport,Manado,Indonesia,YES
